neighbourhood_group,latitude,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
2.0,40.73523,-73.99465,0.0,3.0,1.0,365.0
1.0,40.68537,-73.94974,1.0,30.0,8.0,237.0
2.0,40.782,-73.95143,1.0,2.0,1.0,90.0
2.0,40.70707,-74.01702,0.0,30.0,1.0,0.0
2.0,40.79481,-73.96437,1.0,6.0,1.0,6.0
2.0,40.7879,-73.94796,0.0,2.0,1.0,31.0
2.0,40.79757,-73.94006,1.0,2.0,1.0,1.0
1.0,40.6536,-73.94883,1.0,2.0,2.0,0.0
2.0,40.78406,-73.95294,1.0,14.0,1.0,0.0
2.0,40.85509,-73.93236,1.0,1.0,1.0,0.0
3.0,40.71128,-73.89338,1.0,3.0,1.0,126.0
2.0,40.72501,-74.00353,1.0,3.0,1.0,0.0
1.0,40.69055,-73.91599,1.0,1.0,1.0,0.0
2.0,40.71167,-74.00749,0.0,13.0,1.0,0.0
2.0,40.76212,-73.99756,0.0,30.0,18.0,365.0
3.0,40.76797,-73.92807,1.0,3.0,1.0,0.0
2.0,40.78549,-73.97664,0.0,3.0,1.0,0.0
2.0,40.80346,-73.95702,0.0,2.0,2.0,154.0
1.0,40.60331,-73.95082,1.0,1.0,1.0,90.0
1.0,40.69423,-73.94627,1.0,1.0,1.0,365.0
0.0,40.83914,-73.78158,1.0,1.0,2.0,358.0
1.0,40.68314,-73.93963,0.0,2.0,2.0,237.0
3.0,40.76359,-73.92531,0.0,2.0,2.0,56.0
2.0,40.72523,-73.97999,0.0,3.0,1.0,0.0
2.0,40.80486,-73.95298,1.0,1.0,2.0,86.0
3.0,40.74723,-73.94098,2.0,1.0,1.0,15.0
0.0,40.85527,-73.86719,1.0,1.0,1.0,284.0
3.0,40.75687,-73.91597,0.0,2.0,1.0,168.0
0.0,40.83507,-73.9104,0.0,90.0,7.0,223.0
2.0,40.76217,-73.96622,0.0,1.0,1.0,0.0
2.0,40.74705,-73.98268,0.0,29.0,96.0,328.0
2.0,40.78152,-73.97249,0.0,2.0,1.0,0.0
1.0,40.67893,-73.89423,1.0,1.0,1.0,0.0
2.0,40.75601,-73.98909,0.0,1.0,1.0,0.0
1.0,40.70763,-73.95177,1.0,2.0,2.0,15.0
1.0,40.68873,-73.96523,0.0,7.0,1.0,0.0
1.0,40.70934,-73.95243,1.0,7.0,1.0,0.0
2.0,40.87206,-73.92946,1.0,4.0,3.0,157.0
2.0,40.7243,-73.97684,1.0,3.0,1.0,0.0
3.0,40.67901,-73.78876,1.0,2.0,4.0,179.0
2.0,40.72095,-73.99401,0.0,4.0,1.0,0.0
0.0,40.83616,-73.84638,0.0,1.0,1.0,355.0
1.0,40.65352,-73.96191,1.0,2.0,2.0,177.0
2.0,40.76254,-73.98812,1.0,3.0,3.0,24.0
1.0,40.68315,-73.95035,0.0,5.0,1.0,0.0
2.0,40.75162,-73.9732,1.0,3.0,12.0,365.0
1.0,40.69347,-73.955,0.0,20.0,2.0,0.0
3.0,40.7537,-73.93186,0.0,3.0,2.0,365.0
1.0,40.68771,-73.96304,0.0,2.0,1.0,81.0
1.0,40.64446,-73.9503,0.0,3.0,1.0,2.0
1.0,40.68543,-73.95014,1.0,2.0,7.0,360.0
1.0,40.66676,-73.92957,1.0,3.0,1.0,365.0
2.0,40.78385,-73.94828,1.0,2.0,6.0,351.0
2.0,40.79368,-73.96373,1.0,1.0,2.0,94.0
2.0,40.75615,-73.9649,0.0,30.0,49.0,364.0
0.0,40.88214,-73.90847,0.0,3.0,1.0,311.0
1.0,40.67862,-73.97065,0.0,1.0,12.0,14.0
1.0,40.68814,-73.93089,1.0,10.0,3.0,301.0
2.0,40.73756,-73.99858,0.0,3.0,1.0,0.0
1.0,40.69525,-73.96604,1.0,1.0,1.0,0.0
2.0,40.76119,-73.94914,0.0,5.0,1.0,0.0
2.0,40.81668,-73.9569,1.0,1.0,3.0,17.0
3.0,40.69238,-73.80247,1.0,1.0,4.0,297.0
2.0,40.79583,-73.97493,0.0,1.0,1.0,0.0
3.0,40.69514,-73.74902,1.0,1.0,1.0,354.0
1.0,40.59338,-73.9579,1.0,2.0,3.0,35.0
3.0,40.68932,-73.82047,1.0,1.0,2.0,359.0
1.0,40.67698,-73.94414,1.0,2.0,3.0,78.0
2.0,40.75741,-73.96372,0.0,2.0,1.0,328.0
2.0,40.75033,-73.97546,0.0,30.0,50.0,365.0
2.0,40.80272,-73.96629,1.0,1.0,2.0,365.0
2.0,40.7722,-73.95272,0.0,3.0,1.0,0.0
1.0,40.70929,-73.94719,1.0,58.0,1.0,15.0
2.0,40.7612,-73.98631,0.0,4.0,1.0,26.0
1.0,40.70879,-73.94937,1.0,7.0,1.0,292.0
1.0,40.68996,-73.92046,0.0,7.0,1.0,355.0
2.0,40.79201,-73.97423,1.0,3.0,2.0,0.0
2.0,40.73495,-74.00033,0.0,30.0,65.0,364.0
3.0,40.69956,-73.90752,1.0,6.0,1.0,0.0
1.0,40.70657,-73.94234,1.0,1.0,2.0,0.0
2.0,40.80209,-73.93584,0.0,6.0,2.0,276.0
2.0,40.7456,-73.99852,1.0,2.0,1.0,0.0
2.0,40.71586,-73.98908,0.0,4.0,1.0,56.0
1.0,40.66051,-73.99081,0.0,2.0,1.0,0.0
2.0,40.78908,-73.97231,0.0,30.0,9.0,311.0
1.0,40.69999,-73.95275,0.0,4.0,1.0,0.0
1.0,40.70076,-73.92382,0.0,3.0,1.0,15.0
2.0,40.75393,-73.99667,0.0,3.0,47.0,352.0
1.0,40.70822,-73.94825,0.0,2.0,1.0,0.0
1.0,40.68716,-73.94601,0.0,30.0,3.0,196.0
1.0,40.68915,-73.95116,1.0,1.0,1.0,0.0
1.0,40.66556,-73.88323,0.0,2.0,1.0,121.0
1.0,40.68501,-73.95904,0.0,2.0,1.0,0.0
1.0,40.65046,-74.00402,0.0,1.0,1.0,0.0
2.0,40.76612,-73.98545,0.0,30.0,15.0,336.0
1.0,40.73108,-73.95416,0.0,4.0,1.0,0.0
3.0,40.74745,-73.93656,1.0,3.0,1.0,0.0
1.0,40.67711,-73.98074,0.0,3.0,1.0,0.0
1.0,40.72603,-73.94147,0.0,30.0,52.0,339.0
3.0,40.76836,-73.91506,1.0,2.0,1.0,282.0
3.0,40.74807,-73.73674,1.0,2.0,1.0,240.0
2.0,40.82337,-73.94529,0.0,5.0,1.0,362.0
2.0,40.72342,-73.99292,0.0,30.0,9.0,137.0
2.0,40.72262,-74.00861,0.0,21.0,1.0,66.0
1.0,40.70412,-73.93426,1.0,3.0,3.0,53.0
1.0,40.68139,-73.89034,1.0,2.0,1.0,0.0
2.0,40.71936,-73.98402,0.0,30.0,1.0,81.0
1.0,40.68876,-73.94312,1.0,60.0,1.0,365.0
3.0,40.67,-73.79232,0.0,4.0,1.0,69.0
1.0,40.7348,-73.95543,0.0,6.0,1.0,154.0
2.0,40.75504,-73.99716,1.0,1.0,30.0,360.0
2.0,40.79804,-73.93127,1.0,13.0,1.0,0.0
2.0,40.74465,-73.99883,1.0,1.0,4.0,181.0
1.0,40.69824,-73.93231,1.0,1.0,1.0,0.0
2.0,40.76917,-73.98488,0.0,30.0,52.0,365.0
1.0,40.7193,-73.94502,0.0,2.0,1.0,0.0
1.0,40.66379,-73.88177,1.0,1.0,3.0,89.0
1.0,40.68777,-73.94171,0.0,6.0,1.0,66.0
2.0,40.82197,-73.94948,0.0,30.0,1.0,0.0
1.0,40.70263,-73.91568,1.0,1.0,3.0,0.0
4.0,40.59679,-74.083,1.0,4.0,8.0,347.0
2.0,40.86772,-73.92057,1.0,1.0,1.0,0.0
2.0,40.77861,-73.98336,0.0,1.0,1.0,0.0
2.0,40.83331,-73.94547,1.0,5.0,1.0,51.0
2.0,40.73251,-74.00191,1.0,6.0,1.0,76.0
2.0,40.72571,-73.98789,0.0,2.0,3.0,264.0
2.0,40.76558,-73.98787,0.0,3.0,2.0,141.0
2.0,40.84861,-73.93716,0.0,2.0,2.0,0.0
1.0,40.66748,-73.98971,0.0,4.0,1.0,8.0
4.0,40.50873,-74.23914,0.0,2.0,2.0,159.0
1.0,40.68792,-73.98999,0.0,5.0,1.0,0.0
3.0,40.77627,-73.90963,0.0,1.0,1.0,36.0
1.0,40.70823,-73.94405,1.0,1.0,1.0,29.0
2.0,40.7613,-73.99155,1.0,1.0,4.0,304.0
1.0,40.67198,-73.98278,0.0,5.0,1.0,0.0
2.0,40.77775,-73.98732,0.0,10.0,1.0,0.0
2.0,40.72888,-73.98109,0.0,3.0,1.0,99.0
2.0,40.73848,-74.00252,0.0,28.0,1.0,0.0
1.0,40.68962,-73.96062,0.0,6.0,1.0,168.0
2.0,40.73055,-74.00435,0.0,3.0,1.0,59.0
1.0,40.66837,-73.95836,0.0,3.0,1.0,20.0
3.0,40.70862,-73.89536,1.0,30.0,23.0,314.0
2.0,40.76384,-73.96355,0.0,4.0,1.0,3.0
1.0,40.6348,-74.00304,1.0,1.0,2.0,46.0
0.0,40.87448,-73.87412,0.0,1.0,1.0,0.0
2.0,40.71369,-73.98828,1.0,1.0,1.0,0.0
1.0,40.71181,-73.96383,0.0,1.0,1.0,84.0
2.0,40.72615,-73.98477,0.0,2.0,1.0,79.0
1.0,40.64004,-73.94933,1.0,1.0,2.0,266.0
2.0,40.76725,-73.95971,0.0,5.0,1.0,84.0
2.0,40.75383,-73.99536,0.0,30.0,1.0,9.0
1.0,40.65181,-73.97648,0.0,5.0,1.0,0.0
2.0,40.81626,-73.95862,1.0,2.0,1.0,86.0
2.0,40.80549,-73.96393,0.0,3.0,1.0,0.0
1.0,40.68652,-73.91212,0.0,2.0,1.0,140.0
1.0,40.63562,-74.0235,0.0,3.0,1.0,83.0
1.0,40.72325,-73.9432,1.0,4.0,1.0,0.0
2.0,40.71504,-73.98879,1.0,1.0,1.0,0.0
1.0,40.68227,-73.99948,0.0,30.0,1.0,79.0
1.0,40.70247,-73.91793,1.0,4.0,1.0,42.0
1.0,40.71417,-73.94765,0.0,2.0,1.0,0.0
2.0,40.7737,-73.99027,1.0,1.0,1.0,0.0
1.0,40.65653,-73.95786,1.0,1.0,1.0,24.0
2.0,40.76384,-73.98248,1.0,1.0,1.0,142.0
1.0,40.6421,-73.98171,1.0,2.0,4.0,180.0
2.0,40.79613,-73.96468,1.0,2.0,4.0,246.0
1.0,40.67201,-73.9593,0.0,1.0,1.0,2.0
2.0,40.81651,-73.95924,1.0,5.0,2.0,0.0
2.0,40.72425,-73.98976,0.0,10.0,1.0,0.0
1.0,40.6682,-73.94927,1.0,14.0,3.0,0.0
2.0,40.79072,-73.93972,1.0,3.0,6.0,90.0
1.0,40.73363,-73.95333,1.0,2.0,1.0,2.0
1.0,40.66592,-73.95319,0.0,7.0,1.0,0.0
2.0,40.7717,-73.98759,1.0,1.0,1.0,0.0
3.0,40.71952,-73.85839,1.0,1.0,1.0,286.0
1.0,40.71365,-73.93889,1.0,3.0,1.0,0.0
2.0,40.72394,-73.98872,0.0,2.0,1.0,0.0
1.0,40.71171,-73.9454,1.0,3.0,1.0,0.0
1.0,40.70858,-73.94791,0.0,7.0,1.0,0.0
2.0,40.79405,-73.93429,0.0,1.0,3.0,326.0
1.0,40.69439,-73.96898,0.0,7.0,1.0,0.0
3.0,40.75331,-73.92454,0.0,7.0,1.0,35.0
2.0,40.84707,-73.93541,1.0,1.0,2.0,0.0
2.0,40.79432,-73.97637,1.0,10.0,1.0,0.0
1.0,40.69562,-73.95107,1.0,5.0,2.0,0.0
1.0,40.7184,-73.95359,0.0,2.0,1.0,88.0
3.0,40.70706,-73.91437,0.0,7.0,1.0,0.0
2.0,40.72652,-73.98966,0.0,2.0,1.0,38.0
2.0,40.80627,-73.94896,1.0,4.0,1.0,69.0
3.0,40.75919,-73.91836,0.0,3.0,2.0,365.0
2.0,40.75244,-73.96619,0.0,30.0,5.0,331.0
1.0,40.72982,-73.95503,0.0,3.0,1.0,0.0
1.0,40.68411,-73.92079,0.0,3.0,1.0,0.0
1.0,40.68354,-73.94003,1.0,3.0,2.0,0.0
2.0,40.71789,-73.99581,1.0,2.0,1.0,0.0
1.0,40.64902,-74.00897,1.0,5.0,2.0,282.0
2.0,40.8683,-73.92161,0.0,2.0,1.0,365.0
1.0,40.63267,-73.96199,1.0,2.0,1.0,178.0
2.0,40.75453,-73.96473,0.0,30.0,49.0,364.0
2.0,40.79951,-73.96767,1.0,5.0,1.0,0.0
1.0,40.70709,-73.9506,0.0,3.0,1.0,10.0
1.0,40.68639,-73.9624,0.0,3.0,1.0,364.0
2.0,40.82101,-73.94582,0.0,3.0,1.0,15.0
3.0,40.7384,-73.83052,0.0,30.0,1.0,342.0
3.0,40.75731,-73.91489,1.0,1.0,5.0,119.0
2.0,40.71935,-73.98442,1.0,5.0,1.0,0.0
1.0,40.61985,-74.00205,1.0,5.0,1.0,0.0
1.0,40.71065,-73.95115,1.0,2.0,2.0,249.0
2.0,40.82366,-73.9461,1.0,3.0,1.0,0.0
1.0,40.69027,-73.97173,0.0,5.0,1.0,0.0
1.0,40.69415,-73.96788,0.0,2.0,6.0,327.0
2.0,40.73126,-74.00502,0.0,7.0,1.0,365.0
3.0,40.76836,-73.91445,0.0,2.0,1.0,6.0
1.0,40.66562,-73.98936,1.0,1.0,1.0,0.0
1.0,40.66432,-73.97954,1.0,4.0,2.0,99.0
0.0,40.84218,-73.90969,0.0,2.0,2.0,348.0
1.0,40.64861,-73.94983,1.0,2.0,4.0,4.0
1.0,40.72128,-73.95782,0.0,3.0,1.0,0.0
2.0,40.81131,-73.9582,1.0,1.0,2.0,0.0
2.0,40.7865,-73.94288,1.0,3.0,1.0,0.0
1.0,40.63956,-73.93235,0.0,3.0,1.0,171.0
1.0,40.65538,-73.96056,1.0,7.0,1.0,0.0
2.0,40.77861,-73.95015,0.0,31.0,33.0,326.0
3.0,40.74612,-73.87364,1.0,1.0,8.0,162.0
1.0,40.67734,-73.96814,0.0,6.0,1.0,0.0
2.0,40.71127,-73.99838,0.0,2.0,1.0,0.0
2.0,40.79896,-73.95995,1.0,30.0,32.0,317.0
2.0,40.76382,-73.98007,0.0,4.0,1.0,124.0
1.0,40.64137,-73.98654,0.0,1.0,1.0,49.0
1.0,40.67839,-73.96791,0.0,7.0,1.0,0.0
2.0,40.73989,-73.97984,0.0,7.0,2.0,71.0
2.0,40.73465,-74.00139,0.0,2.0,1.0,0.0
1.0,40.67927,-73.97434,1.0,2.0,1.0,270.0
2.0,40.74942,-73.99593,1.0,1.0,12.0,362.0
2.0,40.79439,-73.96315,0.0,7.0,1.0,0.0
1.0,40.67697,-74.00993,0.0,3.0,1.0,1.0
1.0,40.70118,-73.92176,0.0,2.0,1.0,53.0
2.0,40.78673,-73.97304,0.0,30.0,1.0,280.0
3.0,40.75559,-73.94106,1.0,1.0,3.0,361.0
2.0,40.7601,-73.96356,0.0,30.0,1.0,177.0
2.0,40.7221,-74.00464,1.0,2.0,1.0,0.0
1.0,40.70415,-73.92551,1.0,1.0,1.0,0.0
2.0,40.80022,-73.94185,0.0,1.0,1.0,86.0
2.0,40.70751,-74.01025,0.0,30.0,6.0,292.0
1.0,40.63359,-73.94915,0.0,2.0,5.0,0.0
1.0,40.6869,-73.97454,0.0,3.0,1.0,22.0
1.0,40.69025,-73.93323,0.0,3.0,3.0,11.0
2.0,40.80379,-73.96571,1.0,1.0,1.0,0.0
2.0,40.73041,-74.00498,0.0,7.0,1.0,0.0
1.0,40.66424,-73.98395,1.0,3.0,2.0,179.0
3.0,40.70491,-73.91024,1.0,2.0,1.0,133.0
2.0,40.72788,-73.9869,0.0,1.0,1.0,91.0
2.0,40.75967,-73.98732,0.0,1.0,1.0,0.0
2.0,40.82846,-73.94393,0.0,4.0,1.0,7.0
2.0,40.71826,-73.99199,0.0,3.0,1.0,37.0
2.0,40.76328,-73.98942,1.0,3.0,2.0,30.0
1.0,40.72697,-73.94712,0.0,7.0,1.0,21.0
2.0,40.80775,-73.93767,1.0,1.0,1.0,7.0
1.0,40.72937,-73.95671,0.0,2.0,1.0,22.0
2.0,40.80679,-73.94408,1.0,3.0,1.0,0.0
1.0,40.68651,-73.96604,0.0,5.0,1.0,0.0
1.0,40.65926,-73.96252,1.0,3.0,1.0,364.0
1.0,40.67825,-73.92346,1.0,1.0,1.0,171.0
1.0,40.7317,-73.95473,1.0,2.0,1.0,0.0
0.0,40.83502,-73.91058,1.0,2.0,1.0,364.0
2.0,40.74295,-73.97392,0.0,3.0,1.0,2.0
1.0,40.6881,-73.97642,1.0,2.0,1.0,75.0
1.0,40.66002,-73.94363,0.0,2.0,1.0,30.0
2.0,40.80925,-73.94226,1.0,5.0,1.0,90.0
2.0,40.71591,-73.99488,1.0,10.0,1.0,144.0
1.0,40.69698,-73.90774,1.0,3.0,2.0,364.0
1.0,40.72769,-73.94309,1.0,3.0,1.0,0.0
1.0,40.6867,-73.9621,0.0,1.0,1.0,0.0
1.0,40.67665,-73.96985,0.0,7.0,1.0,0.0
2.0,40.76132,-73.99298,0.0,30.0,91.0,4.0
2.0,40.7211,-73.99321,0.0,30.0,9.0,151.0
0.0,40.85548,-73.85585,0.0,1.0,1.0,72.0
2.0,40.78046,-73.9784,0.0,4.0,1.0,0.0
1.0,40.71509,-73.958,0.0,28.0,1.0,258.0
1.0,40.67697,-73.96317,0.0,3.0,1.0,13.0
2.0,40.71288,-73.9974,0.0,2.0,1.0,261.0
2.0,40.74819,-73.9856,0.0,3.0,1.0,0.0
1.0,40.69604,-73.94504,1.0,7.0,3.0,227.0
1.0,40.71247,-73.96443,0.0,2.0,2.0,327.0
2.0,40.72179,-73.99795,1.0,3.0,1.0,0.0
2.0,40.8013,-73.95474,0.0,3.0,3.0,49.0
0.0,40.82496,-73.91389,1.0,2.0,2.0,313.0
1.0,40.67541,-73.94408,0.0,1.0,1.0,295.0
1.0,40.67613,-73.97095,1.0,2.0,1.0,6.0
1.0,40.69932,-73.91576,1.0,1.0,4.0,61.0
1.0,40.68583,-73.94112,0.0,1.0,1.0,37.0
1.0,40.70714,-73.93611,1.0,1.0,1.0,0.0
2.0,40.75921,-73.97361,1.0,3.0,2.0,198.0
2.0,40.71967,-73.98311,1.0,2.0,2.0,117.0
2.0,40.74906,-73.98276,0.0,29.0,31.0,134.0
1.0,40.68898,-73.9412,0.0,1.0,1.0,0.0
2.0,40.72757,-74.00059,0.0,2.0,1.0,186.0
1.0,40.7085,-73.94966,1.0,1.0,1.0,0.0
3.0,40.75562,-73.80813,1.0,1.0,1.0,0.0
2.0,40.72324,-74.00401,1.0,1.0,7.0,292.0
1.0,40.67841,-73.9698,0.0,7.0,1.0,0.0
2.0,40.78841,-73.97461,0.0,5.0,1.0,0.0
2.0,40.72549,-73.99198,2.0,2.0,1.0,0.0
2.0,40.74607,-73.98547,0.0,2.0,1.0,0.0
1.0,40.68758,-73.91321,1.0,1.0,1.0,0.0
2.0,40.78463,-73.98303,0.0,30.0,8.0,310.0
2.0,40.72191,-73.99587,1.0,1.0,1.0,0.0
2.0,40.78626,-73.94429,1.0,4.0,1.0,0.0
1.0,40.71541,-73.93748,0.0,3.0,1.0,0.0
2.0,40.80283,-73.95569,0.0,2.0,1.0,0.0
1.0,40.69156,-73.93497,0.0,3.0,1.0,24.0
1.0,40.71702,-73.94339,0.0,7.0,1.0,0.0
1.0,40.71394,-73.96301,0.0,5.0,1.0,213.0
2.0,40.73523,-73.98142,0.0,1.0,1.0,14.0
2.0,40.75376,-73.96644,0.0,28.0,49.0,257.0
1.0,40.69872,-73.9301,1.0,2.0,1.0,175.0
2.0,40.75569,-73.98154,0.0,30.0,65.0,110.0
2.0,40.74815,-73.98374,2.0,2.0,1.0,5.0
1.0,40.72685,-73.94433,0.0,30.0,1.0,104.0
1.0,40.69174,-73.90811,1.0,30.0,1.0,365.0
1.0,40.67376,-73.98397,0.0,365.0,1.0,173.0
1.0,40.66842,-73.95601,1.0,1.0,1.0,0.0
0.0,40.88271,-73.83217,1.0,1.0,1.0,88.0
1.0,40.70191,-73.92298,1.0,1.0,1.0,0.0
1.0,40.58546,-73.9457,0.0,21.0,1.0,81.0
1.0,40.68138,-73.95018,0.0,2.0,1.0,321.0
1.0,40.71747,-73.95459,0.0,1.0,1.0,2.0
2.0,40.77127,-73.98191,0.0,2.0,1.0,0.0
1.0,40.67728,-73.95676,0.0,2.0,1.0,0.0
1.0,40.73046,-73.95211,0.0,1.0,1.0,0.0
3.0,40.71293,-73.88402,1.0,2.0,1.0,224.0
2.0,40.72336,-73.99618,1.0,60.0,1.0,0.0
2.0,40.77146,-73.98906,0.0,2.0,1.0,0.0
1.0,40.67447,-73.97605,0.0,2.0,1.0,14.0
2.0,40.79523,-73.94956,1.0,14.0,1.0,0.0
1.0,40.65256,-73.9798,1.0,1.0,4.0,0.0
2.0,40.83139,-73.94095,1.0,2.0,2.0,336.0
1.0,40.72103,-73.94798,0.0,30.0,1.0,0.0
0.0,40.85978,-73.8619,1.0,1.0,5.0,48.0
3.0,40.7553,-73.88702,1.0,2.0,2.0,356.0
2.0,40.75679,-73.98726,1.0,1.0,7.0,300.0
3.0,40.74399,-73.89817,0.0,1.0,1.0,332.0
1.0,40.67924,-73.9405,0.0,5.0,1.0,8.0
2.0,40.7142,-73.99254,0.0,30.0,1.0,33.0
1.0,40.67423,-73.92913,1.0,3.0,1.0,0.0
1.0,40.57811,-73.96004,2.0,1.0,3.0,365.0
1.0,40.70019,-73.94098,1.0,1.0,2.0,0.0
3.0,40.72784,-73.85109,1.0,2.0,1.0,35.0
1.0,40.7158,-73.94259,0.0,1.0,1.0,102.0
1.0,40.71575,-73.94224,0.0,1.0,1.0,0.0
2.0,40.72278,-73.98878,1.0,1.0,1.0,0.0
1.0,40.67122,-73.91813,1.0,1.0,10.0,178.0
1.0,40.70255,-73.94408,1.0,30.0,3.0,0.0
2.0,40.72837,-73.98546,0.0,4.0,1.0,5.0
2.0,40.72576,-74.00266,1.0,1.0,1.0,20.0
2.0,40.7661,-73.9573,0.0,2.0,1.0,248.0
2.0,40.77929,-73.97787,1.0,1.0,1.0,0.0
2.0,40.72503,-73.98546,0.0,1.0,1.0,11.0
2.0,40.79938,-73.96235,1.0,1.0,1.0,0.0
2.0,40.82878,-73.94625,1.0,1.0,1.0,0.0
2.0,40.7251,-73.98914,0.0,2.0,1.0,0.0
1.0,40.63765,-73.97711,1.0,30.0,4.0,42.0
2.0,40.72908,-73.9965,0.0,1.0,1.0,363.0
2.0,40.77704,-73.94442,0.0,2.0,1.0,0.0
2.0,40.73316,-74.00183,0.0,2.0,1.0,0.0
1.0,40.67401,-73.92833,1.0,1.0,2.0,41.0
3.0,40.70579,-73.81001,2.0,1.0,9.0,361.0
2.0,40.75029,-73.97142,0.0,30.0,10.0,161.0
2.0,40.71845,-73.99326,0.0,1.0,1.0,0.0
1.0,40.71698,-73.95879,1.0,2.0,1.0,79.0
2.0,40.72904,-74.00119,0.0,1.0,1.0,111.0
1.0,40.71061,-73.96764,1.0,2.0,1.0,143.0
2.0,40.79387,-73.97136,0.0,5.0,1.0,0.0
1.0,40.67281,-73.97628,0.0,2.0,1.0,0.0
1.0,40.70153,-73.94709,1.0,2.0,1.0,83.0
1.0,40.68514,-73.92392,0.0,5.0,1.0,99.0
1.0,40.68229,-73.96154,0.0,2.0,1.0,68.0
2.0,40.73108,-74.00114,0.0,1.0,1.0,185.0
2.0,40.74579,-73.9909,1.0,3.0,1.0,0.0
3.0,40.76109,-73.88898,1.0,2.0,2.0,236.0
2.0,40.80774,-73.94939,1.0,10.0,3.0,345.0
1.0,40.68578,-73.94409,1.0,15.0,2.0,0.0
1.0,40.64287,-73.90228,0.0,3.0,1.0,295.0
2.0,40.81978,-73.95476,1.0,2.0,1.0,0.0
2.0,40.78265,-73.95364,1.0,1.0,3.0,0.0
1.0,40.68004,-73.94083,1.0,1.0,1.0,0.0
1.0,40.6881,-73.99498,0.0,2.0,1.0,0.0
1.0,40.66859,-73.98235,0.0,20.0,1.0,149.0
2.0,40.71934,-73.98172,1.0,2.0,1.0,0.0
1.0,40.69309,-73.97238,1.0,2.0,1.0,0.0
1.0,40.71407,-73.95336,0.0,7.0,1.0,0.0
2.0,40.73204,-73.98364,1.0,1.0,1.0,0.0
2.0,40.75491,-73.98507,1.0,1.0,9.0,318.0
3.0,40.7542,-73.92849,0.0,5.0,1.0,173.0
3.0,40.76977,-73.91596,2.0,2.0,2.0,38.0
1.0,40.6887,-73.90598,1.0,2.0,1.0,0.0
1.0,40.68528,-73.96947,1.0,1.0,1.0,0.0
2.0,40.72884,-73.98277,0.0,3.0,1.0,18.0
1.0,40.70281,-73.94328,1.0,10.0,1.0,0.0
2.0,40.7276,-74.00275,1.0,180.0,3.0,342.0
1.0,40.70648,-73.92997,1.0,4.0,2.0,249.0
2.0,40.84697,-73.93776,2.0,1.0,2.0,0.0
2.0,40.72273,-74.00352,1.0,4.0,1.0,60.0
2.0,40.75622,-73.9728,1.0,2.0,1.0,325.0
2.0,40.76412,-73.98771,1.0,3.0,1.0,173.0
1.0,40.66824,-73.99272,0.0,5.0,1.0,0.0
2.0,40.70433,-74.00706,0.0,2.0,1.0,0.0
1.0,40.72901,-73.95812,1.0,3.0,1.0,287.0
3.0,40.77133,-73.92119,0.0,3.0,1.0,6.0
2.0,40.79791,-73.96951,0.0,3.0,1.0,0.0
1.0,40.6752,-73.94366,1.0,1.0,1.0,0.0
2.0,40.791,-73.97545,0.0,2.0,1.0,2.0
2.0,40.76638,-73.98741,1.0,1.0,1.0,0.0
1.0,40.71592,-73.95666,1.0,3.0,1.0,0.0
2.0,40.79701,-73.96933,1.0,1.0,3.0,190.0
2.0,40.802,-73.96605,1.0,1.0,1.0,32.0
2.0,40.71661,-73.99275,0.0,30.0,1.0,339.0
1.0,40.68597,-73.95983,0.0,25.0,1.0,172.0
2.0,40.7183,-73.98639,1.0,2.0,1.0,0.0
2.0,40.79196,-73.97065,1.0,3.0,1.0,58.0
1.0,40.65711,-73.95747,0.0,31.0,1.0,32.0
2.0,40.80931,-73.9412,1.0,1.0,1.0,158.0
2.0,40.82604,-73.94998,1.0,15.0,1.0,0.0
2.0,40.77896,-73.95146,0.0,31.0,33.0,338.0
1.0,40.71992,-73.9413,1.0,1.0,1.0,0.0
1.0,40.67853,-73.94995,1.0,2.0,2.0,9.0
0.0,40.87192,-73.84676,1.0,1.0,2.0,0.0
1.0,40.64795,-73.89337,1.0,2.0,1.0,144.0
1.0,40.68993,-73.91139,1.0,2.0,3.0,78.0
1.0,40.65896,-73.96104,0.0,2.0,1.0,3.0
0.0,40.82756,-73.8871,1.0,1.0,2.0,89.0
1.0,40.71867,-73.9557,0.0,3.0,2.0,0.0
2.0,40.77875,-73.9875,0.0,5.0,2.0,70.0
2.0,40.74446,-73.98044,0.0,5.0,1.0,0.0
2.0,40.76289,-73.99419,1.0,1.0,6.0,184.0
1.0,40.70097,-73.9381,0.0,3.0,1.0,0.0
1.0,40.71079,-73.95428,1.0,6.0,1.0,0.0
2.0,40.71975,-73.98975,0.0,2.0,1.0,0.0
2.0,40.77796,-73.98213,1.0,275.0,1.0,365.0
3.0,40.75806,-73.91345,1.0,30.0,18.0,310.0
1.0,40.72694,-73.94868,1.0,3.0,1.0,55.0
1.0,40.63093,-74.02363,0.0,1.0,1.0,276.0
2.0,40.73271,-74.00545,0.0,2.0,1.0,0.0
2.0,40.76644,-73.95486,0.0,3.0,1.0,0.0
1.0,40.6915,-73.94692,1.0,1.0,2.0,0.0
2.0,40.79872,-73.96173,1.0,1.0,2.0,0.0
4.0,40.57879,-74.11043,0.0,3.0,3.0,272.0
2.0,40.80385,-73.96499,1.0,1.0,1.0,31.0
2.0,40.78966,-73.9776,0.0,25.0,1.0,170.0
2.0,40.80136,-73.95476,0.0,4.0,1.0,0.0
